node_id,domain,node_type,status,criticality,weight,unlock_score,expected_path,actual_path,repo_exists,vps_exists,health,requires,delivers_to,consumes,process,produces,blocked_by,evidence,recommendation,metadata
FILE:docker/compose.prod.yml,Repository,FILE,DRIFT,CORE,8.0,8.0,docker/compose.prod.yml,docker/compose.prod.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=33ddcb37f38232876618b56212c5b4cb955c4ddcd1b215be962bd16ea5948476"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.devcontainer/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.devcontainer/Dockerfile,.devcontainer/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=24d0eb0f39c8525c876d5bfb887baa9e3b1c37db38649152ff7341aad6ed5490"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.devcontainer/docker-compose.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.devcontainer/docker-compose.yml,.devcontainer/docker-compose.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e90c57b135650eeaf349798260e08b05e966febaded04701d3621afcd855cf22"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/action-a-plus-v2.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/action-a-plus-v2.yml,.github/workflows/action-a-plus-v2.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=d30ec6ce8105348b935b4a25520b81807e9d56f6ef94a45d0f0d9996f94473d8"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/action-a-plus.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/action-a-plus.yml,.github/workflows/action-a-plus.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=c9671cccee017f028027ba27bf1c82c2b50991760e46a943581713210af0add7"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/audit-vps-wiring.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/audit-vps-wiring.yml,.github/workflows/audit-vps-wiring.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=c91f487abb4aea82d96a62950ea5fbd103b25036c84693c390c1ad62be3d5852"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/audit-wiring.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/audit-wiring.yml,.github/workflows/audit-wiring.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=bfc4385ba5a600557e24bfd2185ef9b86fed932c9647db36036a935f45ca835c"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/audit.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/audit.yml,.github/workflows/audit.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=0769b76110ddb330f444d48c51c6f8797e159b63fc35ae07133d3881932f67e8"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/auto-deploy-vps.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/auto-deploy-vps.yml,.github/workflows/auto-deploy-vps.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=74778c9db7fff576ee8d00e4a2397e2a9b7a25d7fa8cd84df3de56f121a3cd2e"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.github/workflows/c10-f1-recovery-step14-only.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.github/workflows/c10-f1-recovery-step14-only.yml,.github/workflows/c10-f1-recovery-step14-only.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=9e5dab9c39173383799fbcfab037acd6ccbc9144cb6d9af48f183cefc5bdfdd4"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
